"adm2_name","adm2_name1","adm2_name2","adm2_name3","adm2_pcode","adm1_name","adm1_name1","adm1_name2","adm1_name3","adm1_pcode","adm0_name","adm0_name1","adm0_name2","adm0_name3","adm0_pcode","valid_on","valid_to","area_sqkm","version","lang","lang1","lang2","lang3","adm2_ref_n","center_lat","center_lon","mean_intensity","mean_pga"
"Eduardo Neri",,,,"MX12075","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,1249.27580656,"v02","es",,,,"Eduardo Neri",17.81411794,-99.60904904,5.19512489746682,7.84898517164499
"Ejutla",,,,"MX14034","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,297.64295968,"v02","es",,,,"Ejutla",19.90093041,-104.13980923,,
"El Arenal",,,,"MX13009","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,137.5972951,"v02","es",,,,"El Arenal",20.22528065,-98.88036533,,
"El Arenal",,,,"MX14009","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,111.75909817,"v02","es",,,,"El Arenal",20.75850081,-103.70489854,,
"El Barrio de la Soledad",,,,"MX20010","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,252.07024509,"v02","es",,,,"El Barrio de la Soledad",16.80173263,-95.05366852,,
"El Bosque",,,,"MX07014","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,159.1550117,"v02","es",,,,"El Bosque",17.02472645,-92.74723016,,
"El Carmen",,,,"MX19010","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,104.383474,"v02","es",,,,"El Carmen",25.91611492,-100.35842312,,
"El Carmen Tequexquitla",,,,"MX29007","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,58.43324156,"v02","es",,,,"El Carmen Tequexquitla",19.34074543,-97.66088813,3.25469842975622,0.497852854026238
"El Espinal",,,,"MX20030","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,56.0623005,"v02","es",,,,"El Espinal",16.46091355,-95.05818336,,
"El Fuerte",,,,"MX25010","Sinaloa",,,,"MX25","México",,,,"MX",2021-06-18,,4169.82577193,"v02","es",,,,"El Fuerte",26.23696504,-108.66122679,,
"El Grullo",,,,"MX14037","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,177.31260633,"v02","es",,,,"El Grullo",19.79554812,-104.17781657,,
"El Higo",,,,"MX30205","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,391.14818272,"v02","es",,,,"El Higo",21.76727976,-98.38439731,,
"El Limón",,,,"MX14054","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,114.23219759,"v02","es",,,,"El Limon",19.85113354,-104.11873545,,
"El Llano",,,,"MX01010","Aguascalientes",,,,"MX01","México",,,,"MX",2021-06-18,,509.18230819,"v02","es",,,,"El Llano",21.92866961,-102.00072772,,
"El Mante",,,,"MX28021","Tamaulipas",,,,"MX28","México",,,,"MX",2021-06-18,,1637.22110482,"v02","es",,,,"El Mante",22.6078737,-98.93534145,,
"El Marqués",,,,"MX22011","Querétaro de Arteaga",,,,"MX22","México",,,,"MX",2021-06-18,,747.63494951,"v02","es",,,,"El Marques",20.73507791,-100.28357657,,
"El Naranjo",,,,"MX24058","San Luis Potosí",,,,"MX24","México",,,,"MX",2021-06-18,,821.26485065,"v02","es",,,,"El Naranjo",22.45091278,-99.34014078,,
"El Oro",,,,"MX10018","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,3530.04775864,"v02","es",,,,"El Oro",25.64243933,-105.32430806,,
"El Oro",,,,"MX15064","México",,,,"MX15","México",,,,"MX",2021-06-18,,137.4906051,"v02","es",,,,"El Oro",19.79597113,-100.06630205,3.40068739880557,0.611370368712334
"El Plateado de Joaquín Amaro",,,,"MX32015","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,353.58182919,"v02","es",,,,"El Plateado de Joaquin Amaro",22.00372421,-103.06537946,,
"El Porvenir",,,,"MX07070","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,82.66092252,"v02","es",,,,"El Porvenir",15.42877592,-92.27403923,,
"El Salto",,,,"MX14070","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,81.78108334,"v02","es",,,,"El Salto",20.53819148,-103.2448028,,
"El Salvador",,,,"MX32041","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,623.8623131,"v02","es",,,,"El Salvador",24.44129229,-100.87608655,,
"El Tule",,,,"MX08064","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,469.70274888,"v02","es",,,,"El Tule",27.0164441,-106.28762232,,
"Elota",,,,"MX25008","Sinaloa",,,,"MX25","México",,,,"MX",2021-06-18,,1633.32159282,"v02","es",,,,"Elota",24.03081203,-106.8845318,,
"Eloxochitlán",,,,"MX13020","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,239.53867822,"v02","es",,,,"Eloxochitlan",20.7425499,-98.8665959,,
"Eloxochitlán",,,,"MX21061","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,99.57340923,"v02","es",,,,"Eloxochitlan",18.50266409,-96.91769297,3.2648005101156,0.500326073463154
"Eloxochitlán de Flores Magón",,,,"MX20029","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,35.81655751,"v02","es",,,,"Eloxochitlan de Flores Magon",18.19741653,-96.8723017,3.36311312712958,0.499275562271926
"Emiliano Zapata",,,,"MX13021","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,123.01188901,"v02","es",,,,"Emiliano Zapata",19.66361803,-98.57760393,3.37858022512518,0.590693655789026
"Emiliano Zapata",,,,"MX17008","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,68.28157158,"v02","es",,,,"Emiliano Zapata",18.80947973,-99.18598266,3.8527390683384,1.57580195989287
"Emiliano Zapata",,,,"MX27007","Tabasco",,,,"MX27","México",,,,"MX",2021-06-18,,592.31311037,"v02","es",,,,"Emiliano Zapata",17.69401493,-91.63935622,,
"Emiliano Zapata",,,,"MX29046","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,49.89696437,"v02","es",,,,"Emiliano Zapata",19.56556734,-97.92526343,3.14429851521259,0.419102576403555
"Emiliano Zapata",,,,"MX30065","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,415.83386637,"v02","es",,,,"Emiliano Zapata",19.45696958,-96.7912766,2.84153395805968,0.267694814486792
"Empalme",,,,"MX26025","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,593.01930257,"v02","es",,,,"Empalme",28.00309081,-110.66158814,,
"Encarnación de Díaz",,,,"MX14035","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,1253.3987461,"v02","es",,,,"Encarnacion de Diaz",21.56799929,-102.18302778,,
"Ensenada",,,,"MX02001","Baja California",,,,"MX02","México",,,,"MX",2021-06-18,,52849.19501321,"v02","es",,,,"Ensenada",30.1932263,-115.23143743,,
"Epatlán",,,,"MX21062","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,52.14849593,"v02","es",,,,"Epatlan",18.61524482,-98.37940137,3.69400721440435,1.19148492828207
"Epazoyucan",,,,"MX13022","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,140.80406168,"v02","es",,,,"Epazoyucan",20.03764408,-98.64442195,3.17164000166761,0.434080419998968
"Epitacio Huerta",,,,"MX16031","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,423.61413368,"v02","es",,,,"Epitacio Huerta",20.14292301,-100.30217256,3.2124449299316,0.461074781321777
"Erongarícuaro",,,,"MX16032","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,243.9780908,"v02","es",,,,"Erongaricuaro",19.61494459,-101.72751367,3.13635095776423,0.411978442804647
"Escárcega",,,,"MX04009","Campeche",,,,"MX04","México",,,,"MX",2021-06-18,,4783.28686458,"v02","es",,,,"Escarcega",18.57969189,-90.76087208,,
"Escobedo",,,,"MX05008","Coahuila de Zaragoza",,,,"MX05","México",,,,"MX",2021-06-18,,1024.90563407,"v02","es",,,,"Escobedo",27.30549484,-101.30062069,,
"Escuinapa",,,,"MX25009","Sinaloa",,,,"MX25","México",,,,"MX",2021-06-18,,1498.7457848,"v02","es",,,,"Escuinapa",22.71763462,-105.60134198,,
"Escuintla",,,,"MX07032","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,416.88749375,"v02","es",,,,"Escuintla",15.35100259,-92.55576543,,
"Españita",,,,"MX29012","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,139.69440793,"v02","es",,,,"Espanita",19.44076371,-98.42401057,3.4540852872517,0.678132621004299
"Esperanza",,,,"MX21063","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,79.2698335,"v02","es",,,,"Esperanza",18.85723709,-97.34992933,3.37553874377463,0.588521262996907
"Espinal",,,,"MX30066","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,240.9003737,"v02","es",,,,"Espinal",20.25547962,-97.43148853,,
"Espita",,,,"MX31032","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,735.27907711,"v02","es",,,,"Espita",21.00981864,-88.36190346,,
"Etchojoa",,,,"MX26026","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,932.19356946,"v02","es",,,,"Etchojoa",27.04593784,-109.67799963,,
"Etzatlán",,,,"MX14036","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,337.76444828,"v02","es",,,,"Etzatlan",20.76122097,-104.13063113,,
"Ezequiel Montes",,,,"MX22007","Querétaro de Arteaga",,,,"MX22","México",,,,"MX",2021-06-18,,300.23323463,"v02","es",,,,"Ezequiel Montes",20.6529044,-99.90839036,,
"Felipe Carrillo Puerto",,,,"MX23002","Quintana Roo",,,,"MX23","México",,,,"MX",2021-06-18,,12951.48624476,"v02","es",,,,"Felipe Carrillo Puerto",19.73797435,-88.08002786,,
"Filomeno Mata",,,,"MX30067","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,43.29257778,"v02","es",,,,"Filomeno Mata",20.21307122,-97.71551037,,
"Florencio Villarreal",,,,"MX12030","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,250.23444816,"v02","es",,,,"Florencio Villarreal",16.69906299,-99.14106049,5.52133666646621,10.4438731604052
"Fortín",,,,"MX30068","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,61.18595706,"v02","es",,,,"Fortin",18.89469799,-96.9972098,3.21858402390807,0.466628443018193
"Francisco I. Madero",,,,"MX05009","Coahuila de Zaragoza",,,,"MX05","México",,,,"MX",2021-06-18,,2810.06127632,"v02","es",,,,"Francisco I. Madero",26.23755267,-103.09965556,,
"Francisco I. Madero",,,,"MX13023","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,98.03503177,"v02","es",,,,"Francisco I. Madero",20.24129626,-99.06835922,,
"Francisco León",,,,"MX07033","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,210.09402318,"v02","es",,,,"Francisco Leon",17.29128283,-93.29046738,,
"Francisco Z. Mena",,,,"MX21064","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,428.65726039,"v02","es",,,,"Francisco Z. Mena",20.70628263,-97.82705494,,
"Fresnillo",,,,"MX32010","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,5092.46609993,"v02","es",,,,"Fresnillo",23.22492376,-103.01628911,,
"Fresnillo de Trujano",,,,"MX20032","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,61.27291767,"v02","es",,,,"Fresnillo de Trujano",17.92928738,-98.13446724,3.91325597502732,1.85176122636241
"Frontera",,,,"MX05010","Coahuila de Zaragoza",,,,"MX05","México",,,,"MX",2021-06-18,,457.45816618,"v02","es",,,,"Frontera",26.95420859,-101.55367296,,
"Frontera Comalapa",,,,"MX07034","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,763.04482444,"v02","es",,,,"Frontera Comalapa",15.78219352,-92.07910442,,
"Frontera Hidalgo",,,,"MX07035","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,93.85044022,"v02","es",,,,"Frontera Hidalgo",14.7530799,-92.21707441,,
"Fronteras",,,,"MX26027","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,2616.35470686,"v02","es",,,,"Fronteras",30.83021848,-109.61778016,,
"Gabriel Zamora",,,,"MX16033","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,367.31168036,"v02","es",,,,"Gabriel Zamora",19.1545509,-102.01053801,3.23478196630961,0.477005679312398
"Galeana",,,,"MX08023","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,1729.62818711,"v02","es",,,,"Galeana",30.20906937,-107.58718311,,
"Galeana",,,,"MX19017","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,7068.28509266,"v02","es",,,,"Galeana",24.75744872,-100.38159298,,
"García",,,,"MX19018","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,1032.078132,"v02","es",,,,"Garcia",25.80608196,-100.63995403,,
"Genaro Codina",,,,"MX32012","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,794.78249003,"v02","es",,,,"Genaro Codina",22.45742534,-102.58429486,,
"General Bravo",,,,"MX19020","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,1888.58520717,"v02","es",,,,"General Bravo",25.82439659,-98.88351756,,
"General Canuto A. Neri",,,,"MX12031","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,260.05642472,"v02","es",,,,"General Canuto A. Neri",18.4437705,-100.11971491,4.06993197107729,2.58134583981651
"General Cepeda",,,,"MX05011","Coahuila de Zaragoza",,,,"MX05","México",,,,"MX",2021-06-18,,2640.85714984,"v02","es",,,,"General Cepeda",25.54386095,-101.52429351,,
"General Enrique Estrada",,,,"MX32013","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,197.70655034,"v02","es",,,,"General Enrique Estrada",23.01529572,-102.79323895,,
"General Escobedo",,,,"MX19021","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,148.92552277,"v02","es",,,,"General Escobedo",25.83034861,-100.35179502,,
"General Felipe Ángeles",,,,"MX21065","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,91.52116184,"v02","es",,,,"General Felipe Angeles",19.02831179,-97.66241506,3.37058126223496,0.595297768979777
"General Francisco R. Murguía",,,,"MX32014","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,4835.83117401,"v02","es",,,,"General Francisco R. Murguia",24.12841051,-102.76111477,,
"General Heliodoro Castillo",,,,"MX12032","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,1726.73623682,"v02","es",,,,"General Heliodoro Castillo",17.72010128,-100.02321418,5.21531662390484,8.17067814902583
"General Pánfilo Natera",,,,"MX32016","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,442.06565638,"v02","es",,,,"General Panfilo Natera",22.70276955,-102.09697641,,
"General Plutarco Elías Calles",,,,"MX26070","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,3645.91133438,"v02","es",,,,"General Plutarco Elias Calles",31.69498373,-112.71174898,,
"General Simón Bolívar",,,,"MX10006","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,2189.31624639,"v02","es",,,,"General Simon Bolivar",24.83613652,-103.24704278,,
"General Terán",,,,"MX19022","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,2478.84283758,"v02","es",,,,"General Teran",25.27065819,-99.40892927,,
"General Treviño",,,,"MX19023","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,387.92820127,"v02","es",,,,"Gral. Trevino",26.21401193,-99.47228194,,
"General Zaragoza",,,,"MX19024","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,1306.67583595,"v02","es",,,,"General Zaragoza",23.88026927,-99.74025442,,
"General Zuazua",,,,"MX19025","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,184.49397445,"v02","es",,,,"General Zuazua",25.92526064,-100.11456834,,
"Gómez Farías",,,,"MX08025","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,853.34068088,"v02","es",,,,"Gomez Farias",29.3467284,-107.73571245,,
"Gómez Farías",,,,"MX14079","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,353.44863663,"v02","es",,,,"Gomez Farias",19.85975092,-103.41018996,,
"Gómez Farías",,,,"MX28011","Tamaulipas",,,,"MX28","México",,,,"MX",2021-06-18,,730.30934397,"v02","es",,,,"Gomez Farias",22.99232804,-99.17284928,,
"Gómez Palacio",,,,"MX10007","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,842.40970017,"v02","es",,,,"Gomez Palacio",25.71163012,-103.50708004,,
"González",,,,"MX28012","Tamaulipas",,,,"MX28","México",,,,"MX",2021-06-18,,3242.56152225,"v02","es",,,,"Gonzalez",22.79044886,-98.57633446,,
"Gran Morelos",,,,"MX08026","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,485.42865147,"v02","es",,,,"Gran Morelos",28.30409827,-106.60776485,,
"Granados",,,,"MX26028","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,363.89147111,"v02","es",,,,"Granados",29.75150761,-109.34232216,,
"Guachinango",,,,"MX14038","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,837.72857183,"v02","es",,,,"Guachinango",20.69670929,-104.4154127,,
"Guachochi",,,,"MX08027","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,6972.32068507,"v02","es",,,,"Guachochi",27.14466877,-107.20530075,,
"Guadalajara",,,,"MX14039","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,151.18256867,"v02","es",,,,"Guadalajara",20.6782614,-103.33576486,,
"Guadalcázar",,,,"MX24017","San Luis Potosí",,,,"MX24","México",,,,"MX",2021-06-18,,3745.86215323,"v02","es",,,,"Guadalcazar",22.90099993,-100.29571412,,
"Guadalupe",,,,"MX08028","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,5993.28719687,"v02","es",,,,"Guadalupe",30.8754979,-105.72354308,,
"Guadalupe",,,,"MX19026","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,117.69524493,"v02","es",,,,"Guadalupe",25.67663987,-100.20007212,,
"Guadalupe",,,,"MX21066","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,155.00490795,"v02","es",,,,"Guadalupe",18.04975631,-98.15494028,3.92658558997842,1.84840290047441
"Guadalupe",,,,"MX32017","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,817.06889494,"v02","es",,,,"Guadalupe",22.78238429,-102.45050586,,
"Guadalupe de Ramírez",,,,"MX20034","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,30.82600236,"v02","es",,,,"Guadalupe de Ramirez",17.75532664,-98.1467978,4.07041108399346,2.44850162980527
"Guadalupe Etla",,,,"MX20033","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,4.28316757,"v02","es",,,,"Guadalupe Etla",17.1757825,-96.80885677,3.50677077632344,0.72822232379545
"Guadalupe Victoria",,,,"MX10008","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,1317.1056526,"v02","es",,,,"Guadalupe Victoria",24.4006673,-104.1045578,,
"Guadalupe Victoria",,,,"MX21067","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,228.08594839,"v02","es",,,,"Guadalupe Victoria",19.3073518,-97.40305505,3.19543514883005,0.454194247955551
"Guadalupe y Calvo",,,,"MX08029","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,9619.04100096,"v02","es",,,,"Guadalupe y Calvo",26.12387035,-106.90908673,,
"Guanaceví",,,,"MX10009","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,5485.57338308,"v02","es",,,,"Guanacevi",26.04331996,-106.11436734,,
"Guanajuato",,,,"MX11015","Guanajuato",,,,"MX11","México",,,,"MX",2021-06-18,,1014.128744,"v02","es",,,,"Guanajuato",21.02405748,-101.24278285,,
"Guasave",,,,"MX25011","Sinaloa",,,,"MX25","México",,,,"MX",2021-06-18,,2700.69984849,"v02","es",,,,"Guasave",25.50809932,-108.48249878,,
"Guaymas",,,,"MX26029","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,7909.66624065,"v02","es",,,,"Guaymas",28.07388474,-111.01852481,,
"Guazapares",,,,"MX08030","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,1822.8700907,"v02","es",,,,"Guazapares",27.37168441,-108.21305582,,
"Guelatao de Juárez",,,,"MX20035","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,4.50744133,"v02","es",,,,"Guelatao de Juarez",17.31406409,-96.49917278,3.11048630297239,0.401238910644489
"Güémez",,,,"MX28013","Tamaulipas",,,,"MX28","México",,,,"MX",2021-06-18,,1209.34698307,"v02","es",,,,"Guemez",23.8856359,-99.00114031,,
"Guerrero",,,,"MX05012","Coahuila de Zaragoza",,,,"MX05","México",,,,"MX",2021-06-18,,2926.1727774,"v02","es",,,,"Guerrero",28.15171676,-100.37496809,,
"Guerrero",,,,"MX08031","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,5729.67679753,"v02","es",,,,"Guerrero",28.45463864,-107.52307904,,
"Guerrero",,,,"MX28014","Tamaulipas",,,,"MX28","México",,,,"MX",2021-06-18,,2437.26383828,"v02","es",,,,"Guerrero",26.92132675,-99.53413306,,
"Guevea de Humboldt",,,,"MX20036","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,280.90430372,"v02","es",,,,"Guevea de Humboldt",16.85226352,-95.37203987,,
"Gustavo A. Madero",,,,"MX09005","Distrito Federal",,,,"MX09","México",,,,"MX",2021-06-18,,87.90616123,"v02","es",,,,"Gustavo A. Madero",19.51847678,-99.14354109,3.51830523009827,0.773736981372216
"Gustavo Díaz Ordaz",,,,"MX28015","Tamaulipas",,,,"MX28","México",,,,"MX",2021-06-18,,432.20250529,"v02","es",,,,"Gustavo Diaz Ordaz",26.13813164,-98.64192377,,
"Gutiérrez Zamora",,,,"MX30069","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,173.43019716,"v02","es",,,,"Gutierrez Zamora",20.4722378,-97.11931695,,
"Halachó",,,,"MX31033","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,586.30957188,"v02","es",,,,"Halacho",20.58627539,-90.28328363,,
"Hecelchakán",,,,"MX04005","Campeche",,,,"MX04","México",,,,"MX",2021-06-18,,1274.85967261,"v02","es",,,,"Hecelchakan",20.09066868,-90.07274799,,
"Hermenegildo Galeana",,,,"MX21068","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,50.50204476,"v02","es",,,,"Hermenegildo Galeana",20.11908077,-97.72870991,2.89892086840841,0.291574617323674
"Hermosillo",,,,"MX26030","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,16921.29272119,"v02","es",,,,"Hermosillo",28.96906055,-111.4468757,,
"Heroica Ciudad de Ejutla de Crespo",,,,"MX20028","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,317.50233373,"v02","es",,,,"Heroica Ciudad de Ejutla de Crespo",16.59766793,-96.66083377,3.57221604445796,0.877089728593429
"Heroica Ciudad de Huajuapan de León",,,,"MX20039","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,325.81564299,"v02","es",,,,"Heroica Ciudad de Huajuapan de Leon",17.84729798,-97.87753944,3.79149793023041,1.41766840987424
"Heroica Ciudad de Juchitán de Zaragoza",,,,"MX20043","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,477.50337509,"v02","es",,,,"Heroica Ciudad de Juchitan de Zaragoza",16.22186721,-94.85104865,,
"Heroica Ciudad de Tlaxiaco",,,,"MX20397","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,346.50446056,"v02","es",,,,"Heroica Ciudad de Tlaxiaco",17.23642666,-97.69895234,3.82065487264737,1.49804488300021
"Heroica Villa Tezoatlán de Segura y Luna",,,,"MX20549","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,486.63389532,"v02","es",,,,"Heroica Villa Tezoatlan de Segura y Luna",17.57297656,-97.8596277,3.87745300794407,1.7047167856999
"Hidalgo",,,,"MX05013","Coahuila de Zaragoza",,,,"MX05","México",,,,"MX",2021-06-18,,1129.15677677,"v02","es",,,,"Hidalgo",27.85301674,-100.03761899,,
"Hidalgo",,,,"MX10010","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,4689.6007839,"v02","es",,,,"Hidalgo",26.04507392,-104.82185664,,
"Hidalgo",,,,"MX16034","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,1143.4037266,"v02","es",,,,"Hidalgo",19.6261268,-100.63674876,3.42025428773155,0.640226114730837
"Hidalgo",,,,"MX19047","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,170.58655054,"v02","es",,,,"Hidalgo",26.00447829,-100.42672378,,
