"state","municipality","year","quarter","remittances_musd","mean_intensity","event"
"Veracruz","Juan Rodríguez Clara",2015,2,1283.703,0,NA
"Veracruz","Juan Rodríguez Clara",2015,3,1329.184,0,NA
"Veracruz","Juan Rodríguez Clara",2015,4,1315.577,0,NA
"Veracruz","Juan Rodríguez Clara",2016,1,1219.225,0,NA
"Veracruz","Juan Rodríguez Clara",2016,2,1319.192,0,NA
"Veracruz","Juan Rodríguez Clara",2016,3,1183.396,0,NA
"Veracruz","Juan Rodríguez Clara",2016,4,1318.418,0,NA
"Veracruz","Juan Rodríguez Clara",2017,1,1549.818,0,NA
"Veracruz","Juan Rodríguez Clara",2017,2,1480.716,0,NA
"Veracruz","Juan Rodríguez Clara",2017,3,1413.176,4.41602167821189,"2017_M8.2_chiapas"
"Veracruz","Juan Rodríguez Clara",2017,4,1504.78,0,NA
"Veracruz","Juan Rodríguez Clara",2018,1,1341.418,3.65667871177177,"2018_M7.2_pinotepa"
"Veracruz","Juan Rodríguez Clara",2018,2,1675.727,0,NA
"Veracruz","Juan Rodríguez Clara",2018,3,1642.837,0,NA
"Veracruz","Juan Rodríguez Clara",2018,4,1721.932,0,NA
"Veracruz","Juan Rodríguez Clara",2019,1,1568.756,0,"2019_M6.7_puerto_madero"
"Veracruz","Juan Rodríguez Clara",2019,2,1796.788,0,NA
"Veracruz","Juan Rodríguez Clara",2019,3,1884.285,0,NA
"Veracruz","Juan Rodríguez Clara",2019,4,1698.653,0,NA
"Veracruz","Juan Rodríguez Clara",2020,1,1605.03,0,NA
"Veracruz","Juan Rodríguez Clara",2020,2,1729.248,4.14183531274257,"2020_M7.4_Santa_Maria_Xadani"
"Veracruz","Juan Rodríguez Clara",2020,3,1636.21,0,NA
"Veracruz","Juan Rodríguez Clara",2020,4,1717.219,0,NA
"Veracruz","Juan Rodríguez Clara",2021,1,1657.859,0,NA
"Veracruz","Juan Rodríguez Clara",2021,2,1915.626,0,NA
"Veracruz","Juan Rodríguez Clara",2021,3,1911.663,0,"2021_M7.0_acapulco"
"Veracruz","Juan Rodríguez Clara",2021,4,1856.987,0,NA
"Veracruz","Juan Rodríguez Clara",2022,1,1658.944,0,NA
"Veracruz","Juan Rodríguez Clara",2022,2,2141.699,0,NA
"Veracruz","Juan Rodríguez Clara",2022,3,2095.118,0,"2022_M6.8_aguililla"
"Veracruz","Juan Rodríguez Clara",2022,4,2191.669,0,NA
"Veracruz","Juan Rodríguez Clara",2023,1,1853.865,0,NA
"Veracruz","Juan Rodríguez Clara",2023,2,2297.327,0,NA
"Veracruz","Juan Rodríguez Clara",2023,3,2272.704,0,NA
"Veracruz","Juan Rodríguez Clara",2023,4,2022.645,0,NA
"Veracruz","Juan Rodríguez Clara",2024,1,1636.829,0,NA
"Veracruz","Juan Rodríguez Clara",2024,2,2242.344,0,NA
"Veracruz","Juan Rodríguez Clara",2024,3,2025.265,0,NA
"Veracruz","Juan Rodríguez Clara",2024,4,1846.032,0,NA
"Veracruz","Juan Rodríguez Clara",2025,1,1709.455,0,NA
"Veracruz","Juan Rodríguez Clara",2025,2,2045.266,0,NA
"Veracruz","Juan Rodríguez Clara",2025,3,2308.135,0,NA
"Veracruz","Juan Rodríguez Clara",2025,4,2459.004,0,NA
"Veracruz","Juchique de Ferrer",2013,1,796.096,0,NA
"Veracruz","Juchique de Ferrer",2013,2,978.433,0,NA
"Veracruz","Juchique de Ferrer",2013,3,645.009,0,NA
"Veracruz","Juchique de Ferrer",2013,4,366.853,0,NA
"Veracruz","Juchique de Ferrer",2014,1,284.773,0,NA
"Veracruz","Juchique de Ferrer",2014,2,281.5,0,"2014_M7.2_coyuquilla_norte"
"Veracruz","Juchique de Ferrer",2014,3,147.351,0,"2014_M6.9_puerto_madero"
"Veracruz","Juchique de Ferrer",2014,4,165.375,0,NA
"Veracruz","Juchique de Ferrer",2015,1,169.058,0,NA
"Veracruz","Juchique de Ferrer",2015,2,199.304,0,NA
"Veracruz","Juchique de Ferrer",2015,3,279.75,0,NA
"Veracruz","Juchique de Ferrer",2015,4,330.01,0,NA
"Veracruz","Juchique de Ferrer",2016,1,369.397,0,NA
"Veracruz","Juchique de Ferrer",2016,2,446.221,0,NA
"Veracruz","Juchique de Ferrer",2016,3,457.216,0,NA
"Veracruz","Juchique de Ferrer",2016,4,584.656,0,NA
"Veracruz","Juchique de Ferrer",2017,1,893.107,0,NA
"Veracruz","Juchique de Ferrer",2017,2,1076.396,0,NA
"Veracruz","Juchique de Ferrer",2017,3,1034.829,4.13660233904564,"2017_M7.1_matzaco"
"Veracruz","Juchique de Ferrer",2017,4,1103.97,0,NA
"Veracruz","Juchique de Ferrer",2018,1,987.895,0,"2018_M7.2_pinotepa"
"Veracruz","Juchique de Ferrer",2018,2,1200.371,0,NA
"Veracruz","Juchique de Ferrer",2018,3,1120.598,0,NA
"Veracruz","Juchique de Ferrer",2018,4,1161.779,0,NA
"Veracruz","Juchique de Ferrer",2019,1,1082.402,0,"2019_M6.7_puerto_madero"
"Veracruz","Juchique de Ferrer",2019,2,1301.14,0,NA
"Veracruz","Juchique de Ferrer",2019,3,1305.475,0,NA
"Veracruz","Juchique de Ferrer",2019,4,1245.205,0,NA
"Veracruz","Juchique de Ferrer",2020,1,1194.176,0,NA
"Veracruz","Juchique de Ferrer",2020,2,1331.391,0,"2020_M7.4_Santa_Maria_Xadani"
"Veracruz","Juchique de Ferrer",2020,3,1300.615,0,NA
"Veracruz","Juchique de Ferrer",2020,4,1381.043,0,NA
"Veracruz","Juchique de Ferrer",2021,1,1111.312,0,NA
"Veracruz","Juchique de Ferrer",2021,2,1770.869,0,NA
"Veracruz","Juchique de Ferrer",2021,3,1817.947,2.71557252514483,"2021_M7.0_acapulco"
"Veracruz","Juchique de Ferrer",2021,4,1918.648,0,NA
"Veracruz","Juchique de Ferrer",2022,1,1448.666,0,NA
"Veracruz","Juchique de Ferrer",2022,2,2344.509,0,NA
"Veracruz","Juchique de Ferrer",2022,3,2157.8,0,"2022_M6.8_aguililla"
"Veracruz","Juchique de Ferrer",2022,4,2263.758,0,NA
"Veracruz","Juchique de Ferrer",2023,1,1979.035,0,NA
"Veracruz","Juchique de Ferrer",2023,2,2357.747,0,NA
"Veracruz","Juchique de Ferrer",2023,3,2290.807,0,NA
"Veracruz","Juchique de Ferrer",2023,4,2221.305,0,NA
"Veracruz","Juchique de Ferrer",2024,1,1845.498,0,NA
"Veracruz","Juchique de Ferrer",2024,2,2454.43,0,NA
"Veracruz","Juchique de Ferrer",2024,3,2265.583,0,NA
"Veracruz","Juchique de Ferrer",2024,4,2363.619,0,NA
"Veracruz","Juchique de Ferrer",2025,1,2161.501,0,NA
"Veracruz","Juchique de Ferrer",2025,2,2625.716,0,NA
"Veracruz","Juchique de Ferrer",2025,3,2628.161,0,NA
"Veracruz","Juchique de Ferrer",2025,4,2542.484,0,NA
"Veracruz","Jáltipan",2013,1,579.06,0,NA
"Veracruz","Jáltipan",2013,2,632.3,0,NA
"Veracruz","Jáltipan",2013,3,529.668,0,NA
"Veracruz","Jáltipan",2013,4,471.249,0,NA
"Veracruz","Jáltipan",2014,1,642.927,0,NA
"Veracruz","Jáltipan",2014,2,679.669,0,"2014_M7.2_coyuquilla_norte"
"Veracruz","Jáltipan",2014,3,570.178,0,"2014_M6.9_puerto_madero"
"Veracruz","Jáltipan",2014,4,679.23,0,NA
"Veracruz","Jáltipan",2015,1,514.91,0,NA
"Veracruz","Jáltipan",2015,2,588.628,0,NA
"Veracruz","Jáltipan",2015,3,610.051,0,NA
"Veracruz","Jáltipan",2015,4,584.154,0,NA
"Veracruz","Jáltipan",2016,1,427.888,0,NA
"Veracruz","Jáltipan",2016,2,499.216,0,NA
"Veracruz","Jáltipan",2016,3,547.927,0,NA
"Veracruz","Jáltipan",2016,4,563.812,0,NA
"Veracruz","Jáltipan",2017,1,452.488,0,NA
"Veracruz","Jáltipan",2017,2,505.692,0,NA
"Veracruz","Jáltipan",2017,3,488.32,4.50390246921954,"2017_M8.2_chiapas"
"Veracruz","Jáltipan",2017,4,544.212,0,NA
"Veracruz","Jáltipan",2018,1,543.784,0,"2018_M7.2_pinotepa"
"Veracruz","Jáltipan",2018,2,597.402,0,NA
"Veracruz","Jáltipan",2018,3,551.54,0,NA
"Veracruz","Jáltipan",2018,4,579.797,0,NA
"Veracruz","Jáltipan",2019,1,571.193,0,"2019_M6.7_puerto_madero"
"Veracruz","Jáltipan",2019,2,822.36,0,NA
"Veracruz","Jáltipan",2019,3,855.405,0,NA
"Veracruz","Jáltipan",2019,4,1509.277,0,NA
"Veracruz","Jáltipan",2020,1,146.165,0,NA
"Veracruz","Jáltipan",2020,2,245.051,4.02841544929443,"2020_M7.4_Santa_Maria_Xadani"
"Veracruz","Jáltipan",2020,3,277.6,0,NA
"Veracruz","Jáltipan",2020,4,323.505,0,NA
"Veracruz","Jáltipan",2021,1,307.736,0,NA
"Veracruz","Jáltipan",2021,2,407.271,0,NA
"Veracruz","Jáltipan",2021,3,396.734,0,"2021_M7.0_acapulco"
"Veracruz","Jáltipan",2021,4,458.948,0,NA
"Veracruz","Jáltipan",2022,1,966.922,0,NA
"Veracruz","Jáltipan",2022,2,1313.465,0,NA
"Veracruz","Jáltipan",2022,3,1327.405,0,"2022_M6.8_aguililla"
"Veracruz","Jáltipan",2022,4,1485.34,0,NA
"Veracruz","Jáltipan",2023,1,1149.881,0,NA
"Veracruz","Jáltipan",2023,2,1066.111,0,NA
"Veracruz","Jáltipan",2023,3,1025.331,0,NA
"Veracruz","Jáltipan",2023,4,776.493,0,NA
"Veracruz","Jáltipan",2024,1,645.164,0,NA
"Veracruz","Jáltipan",2024,2,767.017,0,NA
"Veracruz","Jáltipan",2024,3,817.79,0,NA
"Veracruz","Jáltipan",2024,4,755.539,0,NA
"Veracruz","Jáltipan",2025,1,618.196,0,NA
"Veracruz","Jáltipan",2025,2,779.694,0,NA
"Veracruz","Jáltipan",2025,3,738.693,0,NA
"Veracruz","Jáltipan",2025,4,689.896,0,NA
"Veracruz","La Antigua",2013,1,3595.405,0,NA
"Veracruz","La Antigua",2013,2,5243.589,0,NA
"Veracruz","La Antigua",2013,3,4882.89,0,NA
"Veracruz","La Antigua",2013,4,4698.522,0,NA
"Veracruz","La Antigua",2014,1,4386.471,0,NA
"Veracruz","La Antigua",2014,2,5272.069,0,"2014_M7.2_coyuquilla_norte"
"Veracruz","La Antigua",2014,3,5539.889,0,"2014_M6.9_puerto_madero"
"Veracruz","La Antigua",2014,4,4343.872,0,NA
"Veracruz","La Antigua",2015,1,4913.638,0,NA
"Veracruz","La Antigua",2015,2,5290.125,0,NA
"Veracruz","La Antigua",2015,3,5452.036,0,NA
"Veracruz","La Antigua",2015,4,5212.776,0,NA
"Veracruz","La Antigua",2016,1,4729.532,0,NA
"Veracruz","La Antigua",2016,2,5402.996,0,NA
"Veracruz","La Antigua",2016,3,5146.935,0,NA
"Veracruz","La Antigua",2016,4,5050.872,0,NA
"Veracruz","La Antigua",2017,1,4944.643,0,NA
"Veracruz","La Antigua",2017,2,5430.378,0,NA
"Veracruz","La Antigua",2017,3,5595.347,4.23098693052841,"2017_M7.1_matzaco"
"Veracruz","La Antigua",2017,4,5461.64,0,NA
"Veracruz","La Antigua",2018,1,4689.752,0,"2018_M7.2_pinotepa"
"Veracruz","La Antigua",2018,2,6082.176,0,NA
"Veracruz","La Antigua",2018,3,5836.307,0,NA
"Veracruz","La Antigua",2018,4,5899.476,0,NA
"Veracruz","La Antigua",2019,1,5260.468,0,"2019_M6.7_puerto_madero"
"Veracruz","La Antigua",2019,2,6295.22,0,NA
"Veracruz","La Antigua",2019,3,6663.515,0,NA
"Veracruz","La Antigua",2019,4,6181.035,0,NA
"Veracruz","La Antigua",2020,1,5999.698,0,NA
"Veracruz","La Antigua",2020,2,6076.342,0,"2020_M7.4_Santa_Maria_Xadani"
"Veracruz","La Antigua",2020,3,8145.876,0,NA
"Veracruz","La Antigua",2020,4,6937.273,0,NA
"Veracruz","La Antigua",2021,1,6523.425,0,NA
"Veracruz","La Antigua",2021,2,7969.615,0,NA
"Veracruz","La Antigua",2021,3,8141.088,2.7741098666249,"2021_M7.0_acapulco"
"Veracruz","La Antigua",2021,4,8421.748,0,NA
"Veracruz","La Antigua",2022,1,6682.192,0,NA
"Veracruz","La Antigua",2022,2,7624.528,0,NA
"Veracruz","La Antigua",2022,3,8601.271,0,"2022_M6.8_aguililla"
"Veracruz","La Antigua",2022,4,8696.955,0,NA
"Veracruz","La Antigua",2023,1,7387.157,0,NA
"Veracruz","La Antigua",2023,2,8336.029,0,NA
"Veracruz","La Antigua",2023,3,8359.173,0,NA
"Veracruz","La Antigua",2023,4,7688.073,0,NA
"Veracruz","La Antigua",2024,1,6423.305,0,NA
"Veracruz","La Antigua",2024,2,7865.095,0,NA
"Veracruz","La Antigua",2024,3,7297.689,0,NA
"Veracruz","La Antigua",2024,4,7187.093,0,NA
"Veracruz","La Antigua",2025,1,6433.874,0,NA
"Veracruz","La Antigua",2025,2,7703.259,0,NA
"Veracruz","La Antigua",2025,3,7978.209,0,NA
"Veracruz","La Antigua",2025,4,7589.007,0,NA
"Veracruz","La Perla",2013,1,0.469,0,NA
"Veracruz","La Perla",2013,2,0,0,NA
"Veracruz","La Perla",2013,3,26.164,0,NA
"Veracruz","La Perla",2013,4,0,0,NA
"Veracruz","La Perla",2014,1,0,0,NA
"Veracruz","La Perla",2014,2,0,0,"2014_M7.2_coyuquilla_norte"
"Veracruz","La Perla",2014,3,0,0,"2014_M6.9_puerto_madero"
"Veracruz","La Perla",2014,4,0,0,NA
"Veracruz","La Perla",2015,1,0,0,NA
"Veracruz","La Perla",2015,2,0,0,NA
"Veracruz","La Perla",2015,3,0,0,NA
"Veracruz","La Perla",2015,4,0,0,NA
"Veracruz","La Perla",2016,1,0,0,NA
"Veracruz","La Perla",2016,2,0,0,NA
"Veracruz","La Perla",2016,3,0,0,NA
"Veracruz","La Perla",2016,4,0,0,NA
"Veracruz","La Perla",2017,1,0,0,NA
"Veracruz","La Perla",2017,2,0,0,NA
"Veracruz","La Perla",2017,3,0,5.36141247826148,"2017_M7.1_matzaco"
"Veracruz","La Perla",2017,4,0,0,NA
"Veracruz","La Perla",2018,1,0,0,"2018_M7.2_pinotepa"
"Veracruz","La Perla",2018,2,0,0,NA
"Veracruz","La Perla",2018,3,1.034,0,NA
"Veracruz","La Perla",2018,4,6.062,0,NA
"Veracruz","La Perla",2019,1,18.318,0,"2019_M6.7_puerto_madero"
"Veracruz","La Perla",2019,2,44.201,0,NA
"Veracruz","La Perla",2019,3,30.404,0,NA
"Veracruz","La Perla",2019,4,64.145,0,NA
"Veracruz","La Perla",2020,1,87.763,0,NA
"Veracruz","La Perla",2020,2,144.395,3.57787747668031,"2020_M7.4_Santa_Maria_Xadani"
"Veracruz","La Perla",2020,3,138.171,0,NA
"Veracruz","La Perla",2020,4,90.399,0,NA
"Veracruz","La Perla",2021,1,140.69,0,NA
"Veracruz","La Perla",2021,2,176.54,0,NA
"Veracruz","La Perla",2021,3,201.279,3.24796074759024,"2021_M7.0_acapulco"
"Veracruz","La Perla",2021,4,252.223,0,NA
"Veracruz","La Perla",2022,1,380.765,0,NA
"Veracruz","La Perla",2022,2,754.375,0,NA
"Veracruz","La Perla",2022,3,0,0,"2022_M6.8_aguililla"
"Veracruz","La Perla",2022,4,0,0,NA
"Veracruz","La Perla",2023,1,37.425,0,NA
"Veracruz","La Perla",2023,2,41.975,0,NA
"Veracruz","La Perla",2023,3,21.338,0,NA
"Veracruz","La Perla",2023,4,85.341,0,NA
"Veracruz","La Perla",2024,1,26.421,0,NA
"Veracruz","La Perla",2024,2,36.528,0,NA
"Veracruz","La Perla",2024,3,20.719,0,NA
"Veracruz","La Perla",2024,4,13.637,0,NA
"Veracruz","La Perla",2025,1,0,0,NA
"Veracruz","La Perla",2025,2,0,0,NA
"Veracruz","La Perla",2025,3,0,0,NA
"Veracruz","La Perla",2025,4,0,0,NA
"Veracruz","Landero y Coss",2013,1,0,0,NA
"Veracruz","Landero y Coss",2013,2,0,0,NA
"Veracruz","Landero y Coss",2013,3,0,0,NA
"Veracruz","Landero y Coss",2013,4,0,0,NA
"Veracruz","Landero y Coss",2014,1,0,0,NA
"Veracruz","Landero y Coss",2014,2,0,0,"2014_M7.2_coyuquilla_norte"
"Veracruz","Landero y Coss",2014,3,0,0,"2014_M6.9_puerto_madero"
"Veracruz","Landero y Coss",2014,4,0,0,NA
"Veracruz","Landero y Coss",2015,1,0,0,NA
"Veracruz","Landero y Coss",2015,2,0,0,NA
"Veracruz","Landero y Coss",2015,3,0,0,NA
"Veracruz","Landero y Coss",2015,4,0,0,NA
"Veracruz","Landero y Coss",2016,1,0,0,NA
"Veracruz","Landero y Coss",2016,2,0,0,NA
"Veracruz","Landero y Coss",2016,3,0,0,NA
"Veracruz","Landero y Coss",2016,4,0,0,NA
"Veracruz","Landero y Coss",2017,1,0,0,NA
"Veracruz","Landero y Coss",2017,2,0,0,NA
"Veracruz","Landero y Coss",2017,3,0,4.24757562471762,"2017_M7.1_matzaco"
"Veracruz","Landero y Coss",2017,4,0,0,NA
"Veracruz","Landero y Coss",2018,1,0.903,0,"2018_M7.2_pinotepa"
"Veracruz","Landero y Coss",2018,2,2.149,0,NA
"Veracruz","Landero y Coss",2018,3,3.287,0,NA
"Veracruz","Landero y Coss",2018,4,2.621,0,NA
"Veracruz","Landero y Coss",2019,1,2.258,0,"2019_M6.7_puerto_madero"
"Veracruz","Landero y Coss",2019,2,1.637,0,NA
"Veracruz","Landero y Coss",2019,3,7.257,0,NA
"Veracruz","Landero y Coss",2019,4,12.942,0,NA
"Veracruz","Landero y Coss",2020,1,11.209,0,NA
"Veracruz","Landero y Coss",2020,2,7.647,0,"2020_M7.4_Santa_Maria_Xadani"
"Veracruz","Landero y Coss",2020,3,9.446,0,NA
"Veracruz","Landero y Coss",2020,4,4.486,0,NA
"Veracruz","Landero y Coss",2021,1,6.72,0,NA
"Veracruz","Landero y Coss",2021,2,13.42,0,NA
"Veracruz","Landero y Coss",2021,3,14.857,2.68012066126625,"2021_M7.0_acapulco"
"Veracruz","Landero y Coss",2021,4,5.668,0,NA
"Veracruz","Landero y Coss",2022,1,16.03,0,NA
"Veracruz","Landero y Coss",2022,2,15.012,0,NA
"Veracruz","Landero y Coss",2022,3,0,0,"2022_M6.8_aguililla"
"Veracruz","Landero y Coss",2022,4,0,0,NA
"Veracruz","Landero y Coss",2023,1,0,0,NA
"Veracruz","Landero y Coss",2023,2,0,0,NA
"Veracruz","Landero y Coss",2023,3,0,0,NA
"Veracruz","Landero y Coss",2023,4,0,0,NA
"Veracruz","Landero y Coss",2024,1,0,0,NA
"Veracruz","Landero y Coss",2024,2,0,0,NA
"Veracruz","Landero y Coss",2024,3,0,0,NA
"Veracruz","Landero y Coss",2024,4,0,0,NA
"Veracruz","Landero y Coss",2025,1,0,0,NA
"Veracruz","Landero y Coss",2025,2,0,0,NA
"Veracruz","Landero y Coss",2025,3,0,0,NA
"Veracruz","Landero y Coss",2025,4,0,0,NA
"Veracruz","Las Choapas",2013,1,5224.366,0,NA
"Veracruz","Las Choapas",2013,2,5082.461,0,NA
"Veracruz","Las Choapas",2013,3,5223.635,0,NA
"Veracruz","Las Choapas",2013,4,5855.747,0,NA
"Veracruz","Las Choapas",2014,1,5514.464,0,NA
"Veracruz","Las Choapas",2014,2,6331.662,0,"2014_M7.2_coyuquilla_norte"
"Veracruz","Las Choapas",2014,3,5977.194,0,"2014_M6.9_puerto_madero"
"Veracruz","Las Choapas",2014,4,4927.921,0,NA
"Veracruz","Las Choapas",2015,1,5385.287,0,NA
"Veracruz","Las Choapas",2015,2,6012.456,0,NA
"Veracruz","Las Choapas",2015,3,6596.527,0,NA
"Veracruz","Las Choapas",2015,4,6216.005,0,NA
"Veracruz","Las Choapas",2016,1,6210.848,0,NA
"Veracruz","Las Choapas",2016,2,7043.336,0,NA
"Veracruz","Las Choapas",2016,3,6982.06,0,NA
"Veracruz","Las Choapas",2016,4,7070.898,0,NA
"Veracruz","Las Choapas",2017,1,7920.444,0,NA
"Veracruz","Las Choapas",2017,2,8443.134,0,NA
"Veracruz","Las Choapas",2017,3,8221.267,4.56308154209827,"2017_M8.2_chiapas"
"Veracruz","Las Choapas",2017,4,8549.973,0,NA
"Veracruz","Las Choapas",2018,1,7454.497,0,"2018_M7.2_pinotepa"
"Veracruz","Las Choapas",2018,2,9245.952,0,NA
"Veracruz","Las Choapas",2018,3,8740.043,0,NA
"Veracruz","Las Choapas",2018,4,8889.824,0,NA
"Veracruz","Las Choapas",2019,1,7999.341,0,"2019_M6.7_puerto_madero"
"Veracruz","Las Choapas",2019,2,9693.447,0,NA
"Veracruz","Las Choapas",2019,3,9646.839,0,NA
"Veracruz","Las Choapas",2019,4,8585.448,0,NA
"Veracruz","Las Choapas",2020,1,8685.876,0,NA
"Veracruz","Las Choapas",2020,2,9444.482,3.9780979551786,"2020_M7.4_Santa_Maria_Xadani"
"Veracruz","Las Choapas",2020,3,8664.245,0,NA
"Veracruz","Las Choapas",2020,4,9239.844,0,NA
"Veracruz","Las Choapas",2021,1,9212.765,0,NA
"Veracruz","Las Choapas",2021,2,11079.677,0,NA
"Veracruz","Las Choapas",2021,3,11471.276,0,"2021_M7.0_acapulco"
"Veracruz","Las Choapas",2021,4,12030.689,0,NA
"Veracruz","Las Choapas",2022,1,12439.764,0,NA
"Veracruz","Las Choapas",2022,2,14233.672,0,NA
"Veracruz","Las Choapas",2022,3,15131.463,0,"2022_M6.8_aguililla"
"Veracruz","Las Choapas",2022,4,17471.887,0,NA
"Veracruz","Las Choapas",2023,1,13523.509,0,NA
"Veracruz","Las Choapas",2023,2,14940.706,0,NA
"Veracruz","Las Choapas",2023,3,15615.712,0,NA
"Veracruz","Las Choapas",2023,4,14983.106,0,NA
"Veracruz","Las Choapas",2024,1,12212.584,0,NA
"Veracruz","Las Choapas",2024,2,14874.818,0,NA
"Veracruz","Las Choapas",2024,3,13548.175,0,NA
"Veracruz","Las Choapas",2024,4,13607.932,0,NA
"Veracruz","Las Choapas",2025,1,12360.454,0,NA
"Veracruz","Las Choapas",2025,2,13091.302,0,NA
"Veracruz","Las Choapas",2025,3,13643.381,0,NA
"Veracruz","Las Choapas",2025,4,15553.97,0,NA
"Veracruz","Las Minas",2013,1,0,0,NA
"Veracruz","Las Minas",2013,2,0,0,NA
"Veracruz","Las Minas",2013,3,0,0,NA
"Veracruz","Las Minas",2013,4,0,0,NA
"Veracruz","Las Minas",2014,1,0,0,NA
"Veracruz","Las Minas",2014,2,0,0,"2014_M7.2_coyuquilla_norte"
"Veracruz","Las Minas",2014,3,0,0,"2014_M6.9_puerto_madero"
"Veracruz","Las Minas",2014,4,0,0,NA
"Veracruz","Las Minas",2015,1,22.728,0,NA
"Veracruz","Las Minas",2015,2,0,0,NA
"Veracruz","Las Minas",2015,3,0,0,NA
"Veracruz","Las Minas",2015,4,0,0,NA
"Veracruz","Las Minas",2016,1,0,0,NA
"Veracruz","Las Minas",2016,2,0,0,NA
"Veracruz","Las Minas",2016,3,0,0,NA
"Veracruz","Las Minas",2016,4,0,0,NA
"Veracruz","Las Minas",2017,1,0,0,NA
"Veracruz","Las Minas",2017,2,0,0,NA
"Veracruz","Las Minas",2017,3,0,4.63810122775428,"2017_M7.1_matzaco"
"Veracruz","Las Minas",2017,4,0,0,NA
"Veracruz","Las Minas",2018,1,0,0,"2018_M7.2_pinotepa"
"Veracruz","Las Minas",2018,2,0,0,NA
"Veracruz","Las Minas",2018,3,0,0,NA
"Veracruz","Las Minas",2018,4,0,0,NA
"Veracruz","Las Minas",2019,1,0,0,"2019_M6.7_puerto_madero"
"Veracruz","Las Minas",2019,2,0,0,NA
"Veracruz","Las Minas",2019,3,0,0,NA
"Veracruz","Las Minas",2019,4,0,0,NA
"Veracruz","Las Minas",2020,1,0.851,0,NA
"Veracruz","Las Minas",2020,2,3.053,0,"2020_M7.4_Santa_Maria_Xadani"
"Veracruz","Las Minas",2020,3,2.268,0,NA
"Veracruz","Las Minas",2020,4,0,0,NA
"Veracruz","Las Minas",2021,1,1.248,0,NA
"Veracruz","Las Minas",2021,2,0.509,0,NA
"Veracruz","Las Minas",2021,3,1.094,2.95409790764556,"2021_M7.0_acapulco"
"Veracruz","Las Minas",2021,4,0.343,0,NA
"Veracruz","Las Minas",2022,1,2.963,0,NA
"Veracruz","Las Minas",2022,2,6.488,0,NA
"Veracruz","Las Minas",2022,3,0,0,"2022_M6.8_aguililla"
"Veracruz","Las Minas",2022,4,0,0,NA
"Veracruz","Las Minas",2023,1,0,0,NA
"Veracruz","Las Minas",2023,2,0.988,0,NA
"Veracruz","Las Minas",2023,3,1.516,0,NA
"Veracruz","Las Minas",2023,4,0,0,NA
"Veracruz","Las Minas",2024,1,0,0,NA
"Veracruz","Las Minas",2024,2,0,0,NA
"Veracruz","Las Minas",2024,3,0,0,NA
"Veracruz","Las Minas",2024,4,0,0,NA
"Veracruz","Las Minas",2025,1,0,0,NA
"Veracruz","Las Minas",2025,2,0,0,NA
"Veracruz","Las Minas",2025,3,0,0,NA
"Veracruz","Las Minas",2025,4,0,0,NA
"Veracruz","Las Vigas de Ramírez",2013,1,35.509,0,NA
"Veracruz","Las Vigas de Ramírez",2013,2,47.212,0,NA
"Veracruz","Las Vigas de Ramírez",2013,3,64.053,0,NA
"Veracruz","Las Vigas de Ramírez",2013,4,33.057,0,NA
"Veracruz","Las Vigas de Ramírez",2014,1,56.409,0,NA
"Veracruz","Las Vigas de Ramírez",2014,2,71.792,0,"2014_M7.2_coyuquilla_norte"
"Veracruz","Las Vigas de Ramírez",2014,3,77.306,0,"2014_M6.9_puerto_madero"
"Veracruz","Las Vigas de Ramírez",2014,4,291.171,0,NA
"Veracruz","Las Vigas de Ramírez",2015,1,72.768,0,NA
"Veracruz","Las Vigas de Ramírez",2015,2,128.61,0,NA
"Veracruz","Las Vigas de Ramírez",2015,3,162.579,0,NA
"Veracruz","Las Vigas de Ramírez",2015,4,153.682,0,NA
"Veracruz","Las Vigas de Ramírez",2016,1,121.556,0,NA
"Veracruz","Las Vigas de Ramírez",2016,2,157.86,0,NA
"Veracruz","Las Vigas de Ramírez",2016,3,149.238,0,NA
"Veracruz","Las Vigas de Ramírez",2016,4,142.666,0,NA
"Veracruz","Las Vigas de Ramírez",2017,1,189.756,0,NA
"Veracruz","Las Vigas de Ramírez",2017,2,225.847,0,NA
"Veracruz","Las Vigas de Ramírez",2017,3,238.799,4.47580226006967,"2017_M7.1_matzaco"
"Veracruz","Las Vigas de Ramírez",2017,4,189.398,0,NA
"Veracruz","Las Vigas de Ramírez",2018,1,160.993,0,"2018_M7.2_pinotepa"
"Veracruz","Las Vigas de Ramírez",2018,2,206.59,0,NA
"Veracruz","Las Vigas de Ramírez",2018,3,232.139,0,NA
"Veracruz","Las Vigas de Ramírez",2018,4,250.673,0,NA
"Veracruz","Las Vigas de Ramírez",2019,1,207.857,0,"2019_M6.7_puerto_madero"
"Veracruz","Las Vigas de Ramírez",2019,2,287.892,0,NA
"Veracruz","Las Vigas de Ramírez",2019,3,367.372,0,NA
"Veracruz","Las Vigas de Ramírez",2019,4,271.413,0,NA
"Veracruz","Las Vigas de Ramírez",2020,1,238.313,0,NA
"Veracruz","Las Vigas de Ramírez",2020,2,323.474,0,"2020_M7.4_Santa_Maria_Xadani"
"Veracruz","Las Vigas de Ramírez",2020,3,808.594,0,NA
"Veracruz","Las Vigas de Ramírez",2020,4,455.091,0,NA
"Veracruz","Las Vigas de Ramírez",2021,1,458.879,0,NA
"Veracruz","Las Vigas de Ramírez",2021,2,496.597,0,NA
